	Author	degree	in_degree	out_degree	betweenness	closeness	harmonic	eigenvector	node_degree	clustering	square_clustering	Link	identifier	givenName	familyName	alternateNames	birthDate	birthPlace	birthCountry	deathDate	deathPlace	deathCountry	gender	occupation	period	language	category	organisation	occupationHisclass	Hisclass	lowestHisclass	louvain_communities	leiden_partitions
6212	P. Gerbenzon	0.003611556982343499	0.003477795612627073	0.00013376136971642589	1.0771202435547941e-07	0.2395401942862166	1939.6190476189997	0.0058922244197185	27.0	0.43304843304843305	0.0	https://www.dbnl.org/auteurs/auteur.php?id=gerb001	gerb001	Pieter	Gerbenzon	P. Gerbenzon	1920-06-20	Leeuwarden	Nederland	2009-09-02	Luino	Italië	male		20e/21e Eeuw	nl	nonfictie					5.0	2.0
6213	W.J. Buma	0.006420545746388442	0.0017388978063135364	0.004681647940074906	1.484887790897673e-05	0.2435197380611466	1959.152380952315	0.0050902158937431215	48.0	0.328278322925959	0.06095644122903344	https://www.dbnl.org/auteurs/auteur.php?id=buma003	buma003	Wybren Jan	Buma	W.J. Buma	1910-10-19	Den Haag	Nederland	1999-10-19			male		Twintigste Eeuw	fy	taalkunde/fries					4.0	4.0
6214	J.J. Huizinga	0.00040128410914927763	0.00013376136971642589	0.00026752273943285177	2.511531323844653e-07	0.20725844954981784	1622.6761904761643	0.0003283635213108734	3.0	0.0	0.024390243902439025	https://www.dbnl.org/auteurs/auteur.php?id=huiz009	huiz009	Johannes Jacob	Huizinga	J.J. Huizinga	1934-xx-xx						male	archeoloog/historicus	Twintigste Eeuw	nl	nonfictie		oudheidkundige/antropoloog	2.0/2.0	2.0	3.0	4.0
6215	Johan Somerwil	0.0014713750668806848	0.00026752273943285177	0.001203852327447833	0.0	0.17137199953409743	1338.5242063492506	2.7301547343404814e-05	11.0	0.3490566037735849	0.027096774193548386	https://www.dbnl.org/auteurs/auteur.php?id=some011	some011	Johan	Somerwil	Johan Somerwil	1926-10-02	Amsterdam	Nederland	2009-01-13	Amsterdam	Nederland	male	uitgever/boekdrukker	20e/21e Eeuw	nl	nonfictie		uitgever/boekdrukker	1.0/7.0	1.0	3.0	1.0
6216	Chris Leeflang	0.0016051364365971105	0.00040128410914927763	0.001203852327447833	9.55077422597659e-06	0.18896744143568947	1481.0888888888967	7.203954536339936e-05	12.0	0.2890625	0.027131782945736434	https://www.dbnl.org/auteurs/auteur.php?id=leef001	leef001	Christiaan	Leeflang	Chris Leeflang/Douwe Diekema	1904-10-01			1993-06-30			male	boekhandelaar	Twintigste Eeuw	nl	nonfictie		boekhandelaar	4.0	4.0	3.0	1.0
6217	Hendrik Jan Reinink	0.00013376136971642589	0.00013376136971642589	0.0	0.0	0.18966812866154614	1478.4900793650938	6.824521875996854e-05	1.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=rein011	rein011	Hendrik Jan	Reinink	Hendrik Jan Reinink	1901-07-31	Groningen	Nederland	1979-01-19	Den Haag	Nederland	male	ambtenaar	Twintigste Eeuw	nl	secundair		ambtenaar	5.0	5.0	5.0	2.0
6218	José de Mûelenaere	0.008426966292134831	0.0008025682182985553	0.007624398073836276	2.232471044694903e-06	0.21097624867901077	1668.614285714252	0.0014135136361415014	63.0	0.2657935285053929	0.057374192504449785	https://www.dbnl.org/auteurs/auteur.php?id=muel001	muel001	José	de Mûelenaere	José de Mûelenaere	1914-03-31	Ardooie	België (Vlaanderen)	2002-xx-xx			male		Twintigste Eeuw		secundair					4.0	4.0
6219	H.K. s' Jacob	0.00026752273943285177	0.0	0.00026752273943285177	0.0	0.0	0.0	3.552025893195421e-97	2.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=jaco043	jaco043	Hugo Karel	s' Jacob	H.K. s' Jacob	1939-xx-xx						male		Twintigste Eeuw	nl						2.0	0.0
6220	Kåre Langvik-Johannessen	0.0028089887640449437	0.002541466024612092	0.00026752273943285177	2.677274324067854e-06	0.22591227872360556	1829.7404761904434	0.004448757723946113	21.0	0.4595238095238095	0.0	https://www.dbnl.org/auteurs/auteur.php?id=lang033	lang033	Kåre	Langvik-Johannessen	Kåre Langvik-Johannessen	1919-04-10	Onsøy	Noorwegen				female		Twintigste Eeuw	nl	secundair/buitenland					4.0	4.0
6221	E.J. van den Broecke-de Man	0.0008025682182985553	0.0	0.0008025682182985553	0.0	0.0	0.0	3.552025893195421e-97	6.0	0.1	0.026096822995461424	https://www.dbnl.org/auteurs/auteur.php?id=broe010	broe010	Engelina Johanna	van den Broecke-de Man	E.J. van den Broecke-de Man	1898-07-04	Yerseke	Nederland	1998-09-16	Middelburg	Nederland	female		Twintigste Eeuw	nl	taalkunde					4.0	0.0
6222	A. Gruijs	0.0030765115034777956	0.002675227394328518	0.00040128410914927763	4.66357514349303e-06	0.22899118702810858	1852.6404761904425	0.0045437729279568405	23.0	0.4901185770750988	0.0	https://www.dbnl.org/auteurs/auteur.php?id=grui001	grui001	A.	Gruijs	A. Gruijs	1920-xx-xx			1996-xx-xx			male		Twintigste Eeuw		nonfictie					5.0	2.0
6223	H.J.J. Scholtens	0.00040128410914927763	0.00040128410914927763	0.0	0.0	0.21781820312171654	1717.0571428570902	0.0008647392435491415	3.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=scho116	scho116	Hendrik Jan Joseph	Scholtens	H.J.J. Scholtens	1895-03-10	Nuenen	Nederland	1978-08-01	Maastricht	Nederland	male	magistraat	Twintigste Eeuw	nl	secundair		ambtman	1.0	1.0	4.0	4.0
6224	Frederik Jacobus Brevet	0.00026752273943285177	0.00026752273943285177	0.0	0.0	0.2008145396299372	1579.5293650793421	0.00019504470488477605	2.0	0.5	0.0	https://www.dbnl.org/auteurs/auteur.php?id=brev001	brev001	Frederik Jacobus	Brevet	Frederik Jacobus Brevet	1893-07-04	Den Haag	Nederland	1983-01-25	Rotterdam	Nederland	male	vertaler	Twintigste Eeuw	nl			vertaler	4.0	4.0	4.0	4.0
6225	H.J. Vieu-Kuik	0.006955591225254146	0.004414125200642054	0.002541466024612092	6.0654742863462644e-05	0.24808145272048807	2011.9666666666094	0.008347026959823128	52.0	0.34066767830045525	0.061483653636429735	https://www.dbnl.org/auteurs/auteur.php?id=vieu001	vieu001	Hermina Jantina	Vieu-Kuik	H.J. Vieu-Kuik	19xx-xx-xx						female		Twintigste Eeuw	nl	secundair					4.0	4.0
6226	W.J. van Hoboken	0.001337613697164259	0.0008025682182985553	0.0005350454788657035	0.00011405146180327083	0.2253146271925907	1787.621428571377	0.001032278387128739	10.0	0.23863636363636365	0.03426395939086294	https://www.dbnl.org/auteurs/auteur.php?id=hobo001	hobo001	Willem Johannes	van Hoboken	W.J. van Hoboken	1908-10-22	Amsterdam	Nederland	1992-07-14	Amsterdam	Nederland	male	archivaris/bibliothecaris	Twintigste Eeuw		secundair		archivaris/bibliothecaris	4.0/4.0	4.0	3.0	0.0
6227	Jan Franssen	0.00013376136971642589	0.00013376136971642589	0.0	0.0	0.1764668150853247	1367.051587301631	1.4592272482865424e-05	1.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=fran143	fran143	Jan	Franssen	Jan Franssen	18xx-xx-xx						male		19e/20e Eeuw		nonfictie					3.0	0.0
6228	J.G. Bruggeman	0.00227394328517924	0.0	0.00227394328517924	0.0	0.0	0.0	3.552025893195421e-97	17.0	0.0625	0.033616298811544994	https://www.dbnl.org/auteurs/auteur.php?id=brug034	brug034	Jan Gerbrand	Bruggeman	J.G. Bruggeman	1927-02-28	Den Haag	Nederland	1993-04-09	Den Haag	Nederland	male	ambtenaar/archeoloog/staatsman/historicus/bestuurder/politicus	Twintigste Eeuw	nl	secundair/nonfictie		ambtenaar/ambtman/antropoloog/bestuurder/oudheidkundige	5.0/1.0/2.0/1.0/2.0	1.0	2.0	0.0
6229	M.G. Buist	0.001070090957731407	0.00013376136971642589	0.0009363295880149812	6.515708942327401e-07	0.00013376136971642589	1.0	1.8470534644616195e-95	8.0	0.07142857142857142	0.022036926742108397	https://www.dbnl.org/auteurs/auteur.php?id=buis007	buis007	Marten Gerbertus	Buist	M.G. Buist	1925-09-13	Groningen	Nederland	1998-09-03	Groningen	Nederland	male	leraar/archeoloog/hoogleraar/docent/historicus	Twintigste Eeuw	nl	nonfictie		oudheidkundige/antropoloog/leraar/hoogleraar/docent	2.0/2.0/2.0/2.0/2.0	2.0	2.0	0.0
6230	Caroline Rehorst-de Westenholz	0.002541466024612092	0.0	0.002541466024612092	0.0	0.0	0.0	3.552025893195421e-97	19.0	0.05263157894736842	0.015966046887631365	https://www.dbnl.org/auteurs/auteur.php?id=reho001	reho001	Caroline Anne	Rehorst-de Westenholz	Caroline Rehorst-de Westenholz	1954-xx-xx	Londen	Groot-Brittannië (en Noord-Ierland)				female		20e/21e Eeuw		secundair					1.0	1.0
6231	J.P. Westgeest	0.004280363830925628	0.0014713750668806848	0.0028089887640449437	0.0002298533078613699	0.2176889602754433	1759.05714285712	0.002060785808443676	32.0	0.29226069246435843	0.043692163523486004	https://www.dbnl.org/auteurs/auteur.php?id=west042	west042	Johannes Petrus (Hans)	Westgeest	J.P. Westgeest	19xx-xx-xx						male		20e/21e Eeuw	nl	secundair					5.0	2.0
6232	P. J. van Leeuwen	0.0006688068485821295	0.0	0.0006688068485821295	0.0	0.0	0.0	3.552025893195421e-97	5.0	0.15	0.01730103806228374	https://www.dbnl.org/auteurs/auteur.php?id=leeu022	leeu022	Pieter Jan	van Leeuwen	P. J. van Leeuwen	1906-xx-xx			1992-xx-xx			male	herv./leraar/geref. predikant	Twintigste Eeuw	nl	secundair		leraar/gereformeerd predikant	2.0/2.0	2.0	3.0	1.0
6233	Matthijs Bokhorst	0.00013376136971642589	0.00013376136971642589	0.0	0.0	0.16691179719707014	1287.930555555601	7.042285592047267e-06	1.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=bokh004	bokh004	Matthijs	Bokhorst	Matthijs Bokhorst	1900-08-28	Rotterdam	Nederland	1982-07-08	Kaapstad	Zuid-Afrika	male		Twintigste Eeuw	nl	secundair/zuidafrika					4.0	4.0
6234	Jan J. van Herpen	0.008159443552701979	0.0040128410914927765	0.004146602461209203	3.682488076957753e-05	0.21468048181531327	1751.9476190476046	0.0032714304830956734	61.0	0.18681619256017507	0.03781286099345398	https://www.dbnl.org/auteurs/auteur.php?id=herp003	herp003	Jan Johannes	van Herpen	Jan J. van Herpen	1920-03-31	Deventer	Nederland	2008-01-29	Hilversum	Nederland	male	redacteur/journalist	20e/21e Eeuw	nl	secundair		journalist/redacteur	2.0/2.0	2.0	5.0	2.0
6235	Klaas Iwema	0.008962011771000535	0.001070090957731407	0.007891920813269128	0.00015862604835720825	0.211627019388671	1707.8071428571225	0.0017726467588338232	67.0	0.1118659420289855	0.03315257295442797	https://www.dbnl.org/auteurs/auteur.php?id=iwem001	iwem001	Klaas	Iwema	Klaas Iwema	19xx-xx-xx						male		20e/21e Eeuw	nl	secundair					4.0	4.0
6236	Jacob de Graaf	0.006688068485821294	0.0016051364365971105	0.005082932049224184	2.39169840125261e-06	0.20230149424892943	1586.9857142857006	0.00030888193585060003	50.0	0.4485172981878089	0.07348200899550225	https://www.dbnl.org/auteurs/auteur.php?id=graa008	graa008	Jacob	de Graaf	Jacob de Graaf	1882-xx-xx	Garrelsweer		1962-xx-xx			male		Twintigste Eeuw	nl	taalkunde					3.0	1.0
6237	Willem de Blécourt	0.0009363295880149812	0.00026752273943285177	0.0006688068485821295	1.9463675227112552e-08	0.16124160747389862	1251.7107142857528	6.727732792315853e-06	7.0	0.23809523809523808	0.010174418604651164	https://www.dbnl.org/auteurs/auteur.php?id=blec002	blec002	Willem	de Blécourt	Willem de Blécourt	1951-xx-xx						male		20e/21e Eeuw		nonfictie					4.0	4.0
6238	J. Faber	0.001070090957731407	0.0008025682182985553	0.00026752273943285177	7.157799048370617e-08	0.22468652235585432	1771.4404761904148	0.0008908545673384165	8.0	0.34615384615384615	0.0	https://www.dbnl.org/auteurs/auteur.php?id=fabe010	fabe010	Jan	Faber	J. Faber	1870-xx-xx			1952-xx-xx			male	onderwijzer (basisschool)	Twintigste Eeuw		taalkunde/jeugdliteratuur		onderwijzer op een lagere school	4.0	4.0	2.0	0.0
6239	Soejitno Mangoenkoesoemo	0.0005350454788657035	0.00040128410914927763	0.00013376136971642589	1.3242354104246715e-06	0.20784271833089404	1627.4238095238086	0.0002456960406616277	4.0	0.5	0.0	https://www.dbnl.org/auteurs/auteur.php?id=mang010	mang010	Soejitno	Mangoenkoesoemo	Soejitno Mangoenkoesoemo	1909-xx-xx			1947-xx-xx			male		Twintigste Eeuw							2.0	1.0
6240	S.L. Verheus	0.001070090957731407	0.0006688068485821295	0.00040128410914927763	6.377001239361457e-07	0.20786020982833406	1651.6547619047396	0.000792011156193408	8.0	0.2857142857142857	0.0	https://www.dbnl.org/auteurs/auteur.php?id=verh073	verh073	Simon Leendert	Verheus	S.L. Verheus	1924-01-10	Haarlem	Nederland	2012-04-12	Haarlem	Nederland	male		20e/21e Eeuw	nl	nonfictie					5.0	2.0
6241	S. Groenveld	0.0038790797217763506	0.003611556982343499	0.00026752273943285177	2.5777387386288894e-05	0.22522217145718132	1830.3095238094947	0.0037559560067539424	29.0	0.35344827586206895	0.075	https://www.dbnl.org/auteurs/auteur.php?id=groe026	groe026	Simon	Groenveld	S. Groenveld	1941-xx-xx						male	archeoloog/historicus	20e/21e Eeuw	nl	secundair/nonfictie		oudheidkundige/antropoloog	2.0/2.0	2.0	5.0	2.0
6242	Johannes van der Schaar	0.0038790797217763506	0.0009363295880149812	0.0029427501337613697	1.3884438220570424e-06	0.2312422941002883	1846.0714285713766	0.0029594530150272966	29.0	0.46875	0.08200370580060734	https://www.dbnl.org/auteurs/auteur.php?id=scha017	scha017	Johannes	van der Schaar	Johannes van der Schaar	1912-12-08	Vlaardingen	Nederland	1984-08-29	Vlaardingen	Nederland	male		Twintigste Eeuw	nl	taalkunde					4.0	4.0
6243	F.C. Fensham	0.00013376136971642589	0.0	0.00013376136971642589	0.0	0.0	0.0	3.552025893195421e-97	1.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=fens002	fens002	Frank Charles	Fensham	F.C. Fensham	1925-10-13	Heilbron	Zuid-Afrika	1989-07-26			male	leraar/docent/hoogleraar	Twintigste Eeuw		taalkunde/zuidafrika		docent/leraar/hoogleraar	2.0/2.0/2.0	2.0	4.0	4.0
6244	Adrianus van Selms	0.00026752273943285177	0.00013376136971642589	0.00013376136971642589	0.000114972147214453	0.00013376136971642589	1.0	1.8470534644616195e-95	2.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=selm002	selm002	Adrianus	van Selms	Adrianus van Selms	1906-01-22	Amsterdam	Nederland	1984-04-30	Pretoria	Zuid-Afrika	male	theoloog	Twintigste Eeuw	nl	secundair/zuidafrika		theoloog	2.0	2.0	4.0	4.0
6245	M. Stapert-Eggen	0.005885500267522739	0.0018726591760299624	0.0040128410914927765	1.2360110518092545e-05	0.21888505346376985	1748.8428571428162	0.001939348266182132	44.0	0.3246546227417641	0.043424994335870305	https://www.dbnl.org/auteurs/auteur.php?id=stap004	stap004	Marijke	Stapert-Eggen	M. Stapert-Eggen	1944-xx-xx						female		20e/21e Eeuw	nl	secundair					4.0	4.0
6246	Majorie Bottenheim	0.00013376136971642589	0.0	0.00013376136971642589	0.0	0.0	0.0	3.552025893195421e-97	1.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=bott007	bott007	Majorie Harriet	Bottenheim	Majorie Bottenheim	1896-07-26	Hilversum	Nederland	1983-08-02	Amsterdam	Nederland	female		Twintigste Eeuw	nl	secundair					4.0	4.0
6247	Dick E.H. de Boer	0.0006688068485821295	0.0	0.0006688068485821295	0.0	0.0	0.0	3.552025893195421e-97	5.0	0.1	0.0035587188612099642	https://www.dbnl.org/auteurs/auteur.php?id=boer053	boer053	Dick Edward Herman	de Boer	Dick E.H. de Boer	1947-xx-xx						male		20e/21e Eeuw		nonfictie					2.0	0.0
6248	P.P.V. van Moorsel	0.0017388978063135364	0.0	0.0017388978063135364	0.0	0.0	0.0	3.552025893195421e-97	13.0	0.07692307692307693	0.024493731918997105	https://www.dbnl.org/auteurs/auteur.php?id=moor026	moor026	Paulus Petrus Vitalis	van Moorsel	P.P.V. van Moorsel	1931-xx-xx			1999-xx-xx			male		Twintigste Eeuw		nonfictie					2.0	0.0
6249	J.L. Price	0.005484216158373461	0.001070090957731407	0.004414125200642054	1.7548514566122305e-05	0.21644894779468754	1721.7285714285317	0.001811785541620773	41.0	0.14939024390243902	0.03755825641962899	https://www.dbnl.org/auteurs/auteur.php?id=pric001	pric001	John Leslie	Price	J.L. Price	1942-xx-xx						male		20e/21e Eeuw		nonfictie					2.0	0.0
6250	Gerard J. Hooykaas	0.0017388978063135364	0.00013376136971642589	0.0016051364365971105	0.0	0.20110727055206443	1582.475793650774	0.00037979789003421893	13.0	0.37012987012987014	0.08115173328281872	https://www.dbnl.org/auteurs/auteur.php?id=hooy008	hooy008	Gerard J.	Hooykaas	Gerard J. Hooykaas	1937-xx-xx						male	archeoloog/historicus	20e/21e Eeuw	nl	secundair		oudheidkundige/antropoloog	2.0/2.0	2.0	5.0	2.0
6251	J. Roelevink	0.0049491706795077575	0.0038790797217763506	0.001070090957731407	9.354858310139022e-05	0.21972235061695394	1788.2095238094994	0.0034911564049954847	37.0	0.3325825825825826	0.005128205128205128	https://www.dbnl.org/auteurs/auteur.php?id=roel029	roel029	Johanna	Roelevink	Joke Roelevink	1953-xx-xx						female	archeoloog/historicus	20e/21e Eeuw	nl	taalkunde		oudheidkundige/antropoloog	2.0/2.0	2.0	5.0	2.0
6252	Emiel Willekens	0.06420545746388442	0.00227394328517924	0.06193151417870518	0.0008012876289534585	0.23357122731903912	1877.847619047564	0.004881288513998119	480.0	0.05696241072438301	0.030287359000135367	https://www.dbnl.org/auteurs/auteur.php?id=will008	will008	Emiel Victor	Willekens	Emiel Willekens	1922-02-23			2009-08-16	Antwerpen	België (Vlaanderen)	male		Twintigste Eeuw	nl	secundair					4.0	4.0
6253	Arjen Miedema	0.006955591225254146	0.0037453183520599247	0.003210272873194221	3.355757665484147e-05	0.2314373072793459	1842.9499999999348	0.0016674821536992238	52.0	0.4374051593323217	0.07960977959773576	https://www.dbnl.org/auteurs/auteur.php?id=mied001	mied001	Arjen	Miedema	Arjen Miedema	1902-05-02	Leeuwarden	Nederland	1985-07-31	Leiden	Nederland	male	leraar/docent/hoogleraar	Twintigste Eeuw	nl			docent/leraar/hoogleraar	2.0/2.0/2.0	2.0	3.0	1.0
6254	Anton van der Vet	0.00040128410914927763	0.00040128410914927763	0.0	0.0	0.2271292404862687	1791.0452380951751	0.0009387331773522742	3.0	0.16666666666666666	0.0	https://www.dbnl.org/auteurs/auteur.php?id=vet_001	vet_001	Antonie Carel Wouter	van der Vet	Anton van der Vet	1919-xx-xx	Den Haag	Nederland	1997-04-27			male	redacteur/journalist	Twintigste Eeuw	nl	jeugdliteratuur/suriname		journalist/redacteur	2.0/2.0	2.0	3.0	1.0
6255	A.E. Kersten	0.00026752273943285177	0.0	0.00026752273943285177	0.0	0.0	0.0	3.552025893195421e-97	2.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=kers014	kers014	Albert Emanuel	Kersten	A.E. Kersten	1943-xx-xx						male		20e/21e Eeuw		secundair					1.0	1.0
6256	J.E. Bogaers	0.0008025682182985553	0.00013376136971642589	0.0006688068485821295	5.111076373773175e-08	0.17671798685544873	1383.5003968254302	5.231943517942795e-05	6.0	0.03333333333333333	0.006622516556291391	https://www.dbnl.org/auteurs/auteur.php?id=boga033	boga033	Julianus Egidius Alphonsus Theresia	Bogaers	J.E. Bogaers	1926-xx-xx			1996-xx-xx			male		Twintigste Eeuw		nonfictie					4.0	4.0
6257	M. van de Ven	0.00040128410914927763	0.00040128410914927763	0.0	0.0	0.1958706102750619	1548.797222222219	0.00028629947760673514	3.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=ven_035	ven_035	Martin Christiaan Henri Johan	van de Ven	M. van de Ven	19xx-xx-xx						male		20e/21e Eeuw		taalkunde					5.0	2.0
6258	P.L.M. Tummers	0.005216693418940609	0.003611556982343499	0.0016051364365971105	9.176378913143757e-05	0.2467061822189661	1995.199999999938	0.006765531050787053	39.0	0.3150406504065041	0.03976851164861255	https://www.dbnl.org/auteurs/auteur.php?id=tumm001	tumm001	Piet Laurentius Marie	Tummers	P.L.M. Tummers	1921-xx-xx			1979-xx-xx			male		Twintigste Eeuw		taalkunde					4.0	4.0
6259	E.P. de Booy	0.0014713750668806848	0.0006688068485821295	0.0008025682182985553	2.7120909797767917e-06	0.1903949850287284	1513.4567460317508	0.00038430817266297965	11.0	0.045454545454545456	0.009280742459396751	https://www.dbnl.org/auteurs/auteur.php?id=booy003	booy003	Engelina Petronella	de Booy	E.P. de Booy	1917-xx-xx			2007-xx-xx			female	archeoloog/historicus	Twintigste Eeuw	nl	nonfictie		oudheidkundige/antropoloog	2.0/2.0	2.0	3.0	0.0
6260	Hans Reeser	0.0020064205457463883	0.0006688068485821295	0.001337613697164259	3.541726688625706e-07	0.19581392502360004	1541.238095238091	0.00031411645647533726	15.0	0.16666666666666666	0.02076777847702958	https://www.dbnl.org/auteurs/auteur.php?id=rees005	rees005	J.B.G.A.	Reeser	Hans Reeser	1916-02-09	Amsterdam	Nederland	1993-09-02	Overveen	Nederland	male		Twintigste Eeuw		secundair					2.0	0.0
6261	Mieke van Leeuwen-Canneman	0.003210272873194221	0.00026752273943285177	0.0029427501337613697	0.0	0.18453427048340837	1451.4742063492245	0.00010034222726256652	24.0	0.2281021897810219	0.027316639831214257	https://www.dbnl.org/auteurs/auteur.php?id=leeu042	leeu042	Mieke	van Leeuwen-Canneman	Mieke van Leeuwen-Canneman	1944-xx-xx						female		Twintigste Eeuw	nl						2.0	0.0
6262	Wim Vermeer	0.045345104333868375	0.009497057249866239	0.03584804708400214	0.0007864930243569444	0.24096575056440772	1986.8571428571006	0.011802340954946526	339.0	0.14470074268239405	0.04666274134392903	https://www.dbnl.org/auteurs/auteur.php?id=verm006	verm006	Wim	Vermeer	Wim Vermeer	19xx-xx-xx						male		20e/21e Eeuw	nl	secundair					5.0	2.0
6263	A. Leyns	0.0008025682182985553	0.0	0.0008025682182985553	0.0	0.0	0.0	3.552025893195421e-97	6.0	0.6333333333333333	0.08487600419140762	https://www.dbnl.org/auteurs/auteur.php?id=leyn006	leyn006	A.	Leyns	A. Leyns	19xx-xx-xx						male		Twintigste Eeuw		secundair					0.0	3.0
6264	L.J. de Ruiter	0.0005350454788657035	0.00026752273943285177	0.00026752273943285177	9.034539042760475e-09	0.1843758542315004	1441.8646825397009	9.620121946225296e-05	4.0	0.4166666666666667	0.0761904761904762	https://www.dbnl.org/auteurs/auteur.php?id=ruit012	ruit012	Lodewijk Johannis (Lo)	de Ruiter	L.J. de Ruiter	1919-06-12	Zwolle	Nederland	2008-05-18			male	staatsman/ambtenaar/bestuurder/politicus	20e/21e Eeuw	nl	nonfictie		ambtenaar/bestuurder/ambtman	5.0/1.0/1.0	1.0	1.0	1.0
6265	R.H. Pheiffer	0.0014713750668806848	0.0008025682182985553	0.0006688068485821295	1.7561797951648355e-06	0.1852401052450729	1451.7742063492235	0.00010747110894095287	11.0	0.26851851851851855	0.00860832137733142	https://www.dbnl.org/auteurs/auteur.php?id=phei001	phei001	Roy Henry	Pheiffer	R.H. Pheiffer	1932-xx-xx						male		Twintigste Eeuw		secundair/zuidafrika					4.0	4.0
