Target	Source	Weight	Author	DOB
L. Arts	Leo Simoens	7	L. Arts	1901
L. Arts	W. Talloen	8	L. Arts	1901
L. Arts	Louis H.M. Monden	23	L. Arts	1901
L. Arts	M. Schurmans	6	L. Arts	1901
L. Arts	Edgard de Bruyne	6	L. Arts	1901
L. Arts	J. Salsmans	24	L. Arts	1901
L. Arts	P. Ellerbeek	12	L. Arts	1901
L. Arts	Jan Jozef van Laer	6	L. Arts	1901
F. De Raedemaeker	Leo Simoens	6	F. De Raedemaeker	1894
F. De Raedemaeker	P. Ellerbeek	8	F. De Raedemaeker	1894
P. Ellerbeek	L. Arts	9	P. Ellerbeek	20ste eeuw
P. Ellerbeek	Eugenius Druwé	7	P. Ellerbeek	20ste eeuw
P. Ellerbeek	Hugo Vandeperre	6	P. Ellerbeek	20ste eeuw
P. Ellerbeek	Emiel Jan Janssen	9	P. Ellerbeek	20ste eeuw
P. Ellerbeek	Louis H.M. Monden	5	P. Ellerbeek	20ste eeuw
P. Ellerbeek	L. Vander Kerken	8	P. Ellerbeek	20ste eeuw
P. Ellerbeek	F. De Raedemaeker	7	P. Ellerbeek	20ste eeuw
P. Ellerbeek	J. Salsmans	9	P. Ellerbeek	20ste eeuw
P. Ellerbeek	J.A. van Houtte	7	P. Ellerbeek	20ste eeuw
J. Salsmans	L. Arts	23	J. Salsmans	2 september 1873
J. Salsmans	Eugenius Druwé	13	J. Salsmans	2 september 1873
J. Salsmans	Hugo Vandeperre	13	J. Salsmans	2 september 1873
J. Salsmans	M. Schurmans	6	J. Salsmans	2 september 1873
J. Salsmans	L. Vander Kerken	17	J. Salsmans	2 september 1873
J. Salsmans	P. Ellerbeek	11	J. Salsmans	2 september 1873
J. Salsmans	Jan Jozef van Laer	5	J. Salsmans	2 september 1873
Leo Simoens	L. Arts	6	Leo Simoens	11 april 1915
Leo Simoens	Emiel Jan Janssen	8	Leo Simoens	11 april 1915
Leo Simoens	L. Vander Kerken	6	Leo Simoens	11 april 1915
Leo Simoens	F. De Raedemaeker	5	Leo Simoens	11 april 1915
Leo Simoens	J.A. van Houtte	5	Leo Simoens	11 april 1915
W. Talloen	L. Arts	8	W. Talloen	19de eeuw
W. Talloen	Emiel Jan Janssen	9	W. Talloen	19de eeuw
W. Talloen	Louis H.M. Monden	7	W. Talloen	19de eeuw
Wies Moens	L. Vander Kerken	7	Wies Moens	28 januari 1898
M. Schurmans	L. Arts	6	M. Schurmans	1901
M. Schurmans	Eugenius Druwé	6	M. Schurmans	1901
M. Schurmans	Emiel Jan Janssen	6	M. Schurmans	1901
M. Schurmans	J. Salsmans	6	M. Schurmans	1901
M. Schurmans	J.A. van Houtte	6	M. Schurmans	1901
P. Ellerbeek	Michiel Dierickx	5	P. Ellerbeek	20ste eeuw
P. Ellerbeek	E.J. Vandenbussche	5	P. Ellerbeek	20ste eeuw
P. Ellerbeek	K. du Bois de Vroylande	7	P. Ellerbeek	20ste eeuw
L. Vander Kerken	Michiel Dierickx	38	L. Vander Kerken	1910
L. Vander Kerken	Ad. Jansen	12	L. Vander Kerken	1910
L. Vander Kerken	Karel van Isacker	8	L. Vander Kerken	1910
L. Vander Kerken	L. Baudez	17	L. Vander Kerken	1910
Marnix Gijsen	Eugenius Druwé	5	Marnix Gijsen	20 oktober 1899
Marnix Gijsen	F. De Raedemaeker	6	Marnix Gijsen	20 oktober 1899
Marnix Gijsen	Michiel Dierickx	6	Marnix Gijsen	20 oktober 1899
Marnix Gijsen	L. Vander Kerken	7	Marnix Gijsen	20 oktober 1899
Marnix Gijsen	K. du Bois de Vroylande	8	Marnix Gijsen	20 oktober 1899
Gerard Walschap	L. Arts	7	Gerard Walschap	9 juli 1898
L. Arts	Michiel Dierickx	26	L. Arts	1901
L. Arts	Ad. Jansen	10	L. Arts	1901
L. Arts	Karel van Isacker	10	L. Arts	1901
L. Arts	L. Baudez	11	L. Arts	1901
Albe	Michiel Dierickx	28	Albe	8 juni 1902
Albe	Karel van Isacker	8	Albe	8 juni 1902
Albe	L. Baudez	10	Albe	8 juni 1902
F. De Raedemaeker	Michiel Dierickx	38	F. De Raedemaeker	1894
F. De Raedemaeker	Ad. Jansen	11	F. De Raedemaeker	1894
F. De Raedemaeker	Karel van Isacker	10	F. De Raedemaeker	1894
F. De Raedemaeker	L. Baudez	14	F. De Raedemaeker	1894
L. Baudez	Eugenius Druwé	12	L. Baudez	20ste eeuw
L. Baudez	L. Arts	12	L. Baudez	20ste eeuw
L. Baudez	F. De Raedemaeker	12	L. Baudez	20ste eeuw
L. Baudez	Michiel Dierickx	15	L. Baudez	20ste eeuw
L. Baudez	Emiel Jan Janssen	20	L. Baudez	20ste eeuw
L. Baudez	L. Vander Kerken	17	L. Baudez	20ste eeuw
L. Baudez	E.J. Vandenbussche	8	L. Baudez	20ste eeuw
L. Baudez	Karel van Isacker	5	L. Baudez	20ste eeuw
L. Baudez	Arthur Thomas	5	L. Baudez	20ste eeuw
L. Baudez	K. du Bois de Vroylande	22	L. Baudez	20ste eeuw
L.G. Polspoel	L. Arts	6	L.G. Polspoel	19de eeuw
L.G. Polspoel	L. Vander Kerken	6	L.G. Polspoel	19de eeuw
L.G. Polspoel	J.A. van Houtte	7	L.G. Polspoel	19de eeuw
L. Vander Kerken	L.G. Polspoel	5	L. Vander Kerken	1910
L. Vander Kerken	L. Verelst	5	L. Vander Kerken	1910
J. Salsmans	Ad. Jansen	8	J. Salsmans	2 september 1873
L. Arts	L.G. Polspoel	6	L. Arts	1901
L. Arts	L. Verelst	7	L. Arts	1901
L. Verelst	L. Arts	7	L. Verelst	20ste eeuw
L. Verelst	F. De Raedemaeker	5	L. Verelst	20ste eeuw
L. Verelst	K. du Bois de Vroylande	7	L. Verelst	20ste eeuw
L. Verelst	Emiel Jan Janssen	7	L. Verelst	20ste eeuw
L. Verelst	L. Vander Kerken	5	L. Verelst	20ste eeuw
L. Verelst	Ad. Jansen	5	L. Verelst	20ste eeuw
F. De Raedemaeker	L. Verelst	5	F. De Raedemaeker	1894
L. Elaut	Emiel Jan Janssen	8	L. Elaut	26 december 1897
L. Arts	Walter F. Smet	12	L. Arts	1901
L. Arts	H. Bruders	6	L. Arts	1901
F. De Raedemaeker	Walter F. Smet	14	F. De Raedemaeker	1894
F. De Raedemaeker	L. Elaut	9	F. De Raedemaeker	1894
L. Baudez	Walter F. Smet	10	L. Baudez	20ste eeuw
J. Salsmans	Edouard Dhanis	8	J. Salsmans	2 september 1873
J. Salsmans	G. De Wolf	6	J. Salsmans	2 september 1873
J. Salsmans	E.J. Vandenbussche	10	J. Salsmans	2 september 1873
J. Salsmans	Alb. Raignier	5	J. Salsmans	2 september 1873
J. Salsmans	P. Goedertier	6	J. Salsmans	2 september 1873
G. De Wolf	Edouard Dhanis	18	G. De Wolf	20ste eeuw
G. De Wolf	Eugenius Druwé	14	G. De Wolf	20ste eeuw
G. De Wolf	J. Salsmans	6	G. De Wolf	20ste eeuw
G. De Wolf	Albert Deblaere	20	G. De Wolf	20ste eeuw
G. Neefs	Eugenius Druwé	5	G. Neefs	20ste eeuw
G. Neefs	Emiel Jan Janssen	6	G. Neefs	20ste eeuw
G. Neefs	K. du Bois de Vroylande	5	G. Neefs	20ste eeuw
H. Peeters	Eugenius Druwé	6	H. Peeters	20ste eeuw
H. Peeters	Emiel Jan Janssen	12	H. Peeters	20ste eeuw
H. Peeters	L. Arts	7	H. Peeters	20ste eeuw
H. Peeters	E.J. Vandenbussche	5	H. Peeters	20ste eeuw
H. Peeters	K. du Bois de Vroylande	11	H. Peeters	20ste eeuw
L. Arts	Albert Deblaere	18	L. Arts	1901
L. Arts	G. De Wolf	18	L. Arts	1901
L. Arts	Alb. Raignier	10	L. Arts	1901
L. Arts	P. Goedertier	8	L. Arts	1901
Albe	Albert Deblaere	21	Albe	8 juni 1902
Albe	G. De Wolf	13	Albe	8 juni 1902
Albe	P. Goedertier	5	Albe	8 juni 1902
L. Vander Kerken	B. De Wint	10	L. Vander Kerken	1910
L. Vander Kerken	Walter F. Smet	16	L. Vander Kerken	1910
B. De Wint	Eugenius Druwé	7	B. De Wint	19de eeuw
B. De Wint	L. Vander Kerken	10	B. De Wint	19de eeuw
B. De Wint	L. Arts	6	B. De Wint	19de eeuw
B. De Wint	Walter F. Smet	6	B. De Wint	19de eeuw
L. Arts	B. De Wint	5	L. Arts	1901
Albe	B. De Wint	5	Albe	8 juni 1902
Albe	Walter F. Smet	11	Albe	8 juni 1902
P. Goedertier	Emiel Jan Janssen	9	P. Goedertier	20ste eeuw
P. Goedertier	J. Salsmans	5	P. Goedertier	20ste eeuw
P. Goedertier	E.J. Vandenbussche	5	P. Goedertier	20ste eeuw
P. Goedertier	L. Arts	7	P. Goedertier	20ste eeuw
P. Goedertier	K. du Bois de Vroylande	9	P. Goedertier	20ste eeuw
P. Goedertier	Hugo Vandeperre	5	P. Goedertier	20ste eeuw
P. Goedertier	Walter F. Smet	6	P. Goedertier	20ste eeuw
G. De Wolf	L. Vander Kerken	18	G. De Wolf	20ste eeuw
J. Salsmans	Michiel Dierickx	10	J. Salsmans	2 september 1873
O. Praem	Eugenius Druwé	5	O. Praem	20ste eeuw
O. Praem	L. Arts	5	O. Praem	20ste eeuw
O. Praem	F. De Raedemaeker	7	O. Praem	20ste eeuw
O. Praem	Michiel Dierickx	9	O. Praem	20ste eeuw
O. Praem	Emiel Jan Janssen	11	O. Praem	20ste eeuw
O. Praem	Louis H.M. Monden	5	O. Praem	20ste eeuw
O. Praem	K. du Bois de Vroylande	9	O. Praem	20ste eeuw
L. Arts	Clemens Maria Beukers	5	L. Arts	1901
H. Peeters	Michiel Dierickx	10	H. Peeters	20ste eeuw
F. De Raedemaeker	Clemens Maria Beukers	8	F. De Raedemaeker	1894
L. Vander Kerken	E. de Strycker	10	L. Vander Kerken	1910
J. Salsmans	E. de Strycker	6	J. Salsmans	2 september 1873
L. Arts	E. de Strycker	12	L. Arts	1901
Albe	E. de Strycker	7	Albe	8 juni 1902
E. de Strycker	L. Arts	11	E. de Strycker	20ste eeuw
E. de Strycker	J. Salsmans	5	E. de Strycker	20ste eeuw
E. de Strycker	F. De Raedemaeker	9	E. de Strycker	20ste eeuw
E. de Strycker	L. Vander Kerken	9	E. de Strycker	20ste eeuw
E. de Strycker	K. du Bois de Vroylande	13	E. de Strycker	20ste eeuw
E. de Strycker	Emiel Jan Janssen	13	E. de Strycker	20ste eeuw
F. De Raedemaeker	E. de Strycker	10	F. De Raedemaeker	1894
G. Kurth	Michiel Dierickx	6	G. Kurth	1847
R. Leijs	L. Arts	6	R. Leijs	20ste eeuw
R. Leijs	Albert Deblaere	10	R. Leijs	20ste eeuw
R. Leijs	K. du Bois de Vroylande	16	R. Leijs	20ste eeuw
R. Leijs	F. De Raedemaeker	10	R. Leijs	20ste eeuw
R. Leijs	Karel van Isacker	6	R. Leijs	20ste eeuw
R. Leijs	Walter F. Smet	10	R. Leijs	20ste eeuw
J. Salsmans	Alb. Block	5	J. Salsmans	2 september 1873
Jozef Simons	Albert Deblaere	6	Jozef Simons	21 mei 1888
L. Arts	R. Leijs	5	L. Arts	1901
L. Arts	Alb. Block	5	L. Arts	1901
Albe	R. Leijs	8	Albe	8 juni 1902
F. De Raedemaeker	R. Leijs	10	F. De Raedemaeker	1894
F. De Raedemaeker	Albert Deblaere	18	F. De Raedemaeker	1894
F. De Raedemaeker	Alb. Block	7	F. De Raedemaeker	1894
L. Vander Kerken	E. De Cooman	8	L. Vander Kerken	1910
L. Vander Kerken	Fr. van Baarle	16	L. Vander Kerken	1910
L. Vander Kerken	M. van Stratum	6	L. Vander Kerken	1910
J. Smets	F. De Raedemaeker	7	J. Smets	20ste eeuw
J. Smets	Emiel Jan Janssen	9	J. Smets	20ste eeuw
J. Smets	L. Vander Kerken	5	J. Smets	20ste eeuw
J. Smets	K. du Bois de Vroylande	7	J. Smets	20ste eeuw
B. De Wint	E. De Cooman	5	B. De Wint	19de eeuw
E. De Cooman	Fr. van Baarle	8	E. De Cooman	20ste eeuw
E. De Cooman	F. De Raedemaeker	9	E. De Cooman	20ste eeuw
E. De Cooman	Eugenius Druwé	6	E. De Cooman	20ste eeuw
E. De Cooman	B. De Wint	6	E. De Cooman	20ste eeuw
E. De Cooman	Emiel Jan Janssen	11	E. De Cooman	20ste eeuw
E. De Cooman	L. Vander Kerken	8	E. De Cooman	20ste eeuw
E. De Cooman	K. du Bois de Vroylande	5	E. De Cooman	20ste eeuw
M. van Stratum	Fr. van Baarle	6	M. van Stratum	20ste eeuw
M. van Stratum	Eugenius Druwé	6	M. van Stratum	20ste eeuw
M. van Stratum	B. De Wint	5	M. van Stratum	20ste eeuw
M. van Stratum	Emiel Jan Janssen	7	M. van Stratum	20ste eeuw
M. van Stratum	L. Vander Kerken	6	M. van Stratum	20ste eeuw
M. van Stratum	K. du Bois de Vroylande	5	M. van Stratum	20ste eeuw
F. De Raedemaeker	E. De Cooman	8	F. De Raedemaeker	1894
F. De Raedemaeker	J. Smets	5	F. De Raedemaeker	1894
F. De Raedemaeker	Fr. van Baarle	12	F. De Raedemaeker	1894
L. Vander Kerken	Alb. Raignier	7	L. Vander Kerken	1910
L. Vander Kerken	Jozef van Mierlo	5	L. Vander Kerken	1910
J. Smets	Michiel Dierickx	7	J. Smets	20ste eeuw
L. Elaut	Alb. Raignier	6	L. Elaut	26 december 1897
Wies Moens	Michiel Dierickx	5	Wies Moens	28 januari 1898
F. De Raedemaeker	Jozef van Mierlo	5	F. De Raedemaeker	1894
L. Vander Kerken	Pieter Frans Fransen	8	L. Vander Kerken	1910
B. De Wint	Michiel Dierickx	6	B. De Wint	19de eeuw
Jozef Simons	Michiel Dierickx	6	Jozef Simons	21 mei 1888
Albe	Fr. van Baarle	5	Albe	8 juni 1902
Albe	Pieter Frans Fransen	5	Albe	8 juni 1902
J. De Fraine	L. Arts	6	J. De Fraine	20ste eeuw
J. De Fraine	Emiel Jan Janssen	6	J. De Fraine	20ste eeuw
J. De Fraine	K. du Bois de Vroylande	6	J. De Fraine	20ste eeuw
J. De Fraine	Michiel Dierickx	6	J. De Fraine	20ste eeuw
F. De Raedemaeker	Pieter Frans Fransen	7	F. De Raedemaeker	1894
E. De Cooman	Michiel Dierickx	9	E. De Cooman	20ste eeuw
G. Van Cutsem	Emiel Jan Janssen	6	G. Van Cutsem	20ste eeuw
G. Van Cutsem	Michiel Dierickx	6	G. Van Cutsem	20ste eeuw
G. Van Cutsem	K. du Bois de Vroylande	6	G. Van Cutsem	20ste eeuw
G. Van Cutsem	L. Arts	6	G. Van Cutsem	20ste eeuw
A. Darquennes	A. Snoeck	5	A. Darquennes	14 september 1909
A. Darquennes	J. Salsmans	5	A. Darquennes	14 september 1909
A. Darquennes	Alb. Block	7	A. Darquennes	14 september 1909
A. Darquennes	Emiel Jan Janssen	32	A. Darquennes	14 september 1909
A. Darquennes	Eugenius Druwé	16	A. Darquennes	14 september 1909
A. Darquennes	F. De Raedemaeker	23	A. Darquennes	14 september 1909
A. Darquennes	J.A. van Houtte	5	A. Darquennes	14 september 1909
A. Darquennes	Michiel Dierickx	20	A. Darquennes	14 september 1909
A. Darquennes	Louis H.M. Monden	14	A. Darquennes	14 september 1909
A. Darquennes	L. Vander Kerken	19	A. Darquennes	14 september 1909
A. Darquennes	Ad. Jansen	6	A. Darquennes	14 september 1909
A. Darquennes	K. du Bois de Vroylande	28	A. Darquennes	14 september 1909
A. Darquennes	G. De Wolf	10	A. Darquennes	14 september 1909
A. Darquennes	L. Arts	14	A. Darquennes	14 september 1909
A. Darquennes	Edouard Dhanis	13	A. Darquennes	14 september 1909
A. Darquennes	Fr. van Baarle	12	A. Darquennes	14 september 1909
L. Vander Kerken	Alb. Block	9	L. Vander Kerken	1910
L. Vander Kerken	G. De Wolf	16	L. Vander Kerken	1910
L. Vander Kerken	A. Darquennes	18	L. Vander Kerken	1910
O. Praem	L. Vander Kerken	6	O. Praem	20ste eeuw
O. Praem	A. Darquennes	5	O. Praem	20ste eeuw
L. Arts	Fr. van Baarle	6	L. Arts	1901
L. Arts	G. Van Cutsem	6	L. Arts	1901
L. Arts	A. Darquennes	12	L. Arts	1901
F. De Raedemaeker	Em. Peeters	5	F. De Raedemaeker	1894
F. De Raedemaeker	A. Darquennes	19	F. De Raedemaeker	1894
G. De Wolf	Michiel Dierickx	14	G. De Wolf	20ste eeuw
G. De Wolf	Louis H.M. Monden	16	G. De Wolf	20ste eeuw
G. De Wolf	E. de Strycker	8	G. De Wolf	20ste eeuw
G. De Wolf	A. Darquennes	10	G. De Wolf	20ste eeuw
A. Snoeck	Alb. Block	5	A. Snoeck	20ste eeuw
A. Snoeck	Michiel Dierickx	6	A. Snoeck	20ste eeuw
W. Talloen	Edouard Dhanis	5	W. Talloen	19de eeuw
W. Talloen	E.J. Vandenbussche	5	W. Talloen	19de eeuw
W. Talloen	K. du Bois de Vroylande	7	W. Talloen	19de eeuw
L. Baudez	Louis H.M. Monden	9	L. Baudez	20ste eeuw
L. Baudez	Edouard Dhanis	5	L. Baudez	20ste eeuw
L. Arts	Pieter Frans Fransen	6	L. Arts	1901
A. Boone	Louis H.M. Monden	5	A. Boone	20ste eeuw
A. Boone	Alb. Raignier	5	A. Boone	20ste eeuw
A. Boone	Emiel Jan Janssen	13	A. Boone	20ste eeuw
A. Boone	K. du Bois de Vroylande	9	A. Boone	20ste eeuw
A. Darquennes	H. Peeters	5	A. Darquennes	14 september 1909
A. Darquennes	Walter F. Smet	12	A. Darquennes	14 september 1909
A. Darquennes	E.J. Vandenbussche	5	A. Darquennes	14 september 1909
A. Darquennes	Marcel Brauns	12	A. Darquennes	14 september 1909
A. Darquennes	R. Leijs	12	A. Darquennes	14 september 1909
L. Vander Kerken	Marcel Brauns	14	L. Vander Kerken	1910
L. Vander Kerken	R. Leijs	10	L. Vander Kerken	1910
Albe	Marcel Brauns	12	Albe	8 juni 1902
Marnix Gijsen	Marcel Brauns	5	Marnix Gijsen	20 oktober 1899
H. Peeters	Walter F. Smet	8	H. Peeters	20ste eeuw
H. Peeters	L. Vander Kerken	5	H. Peeters	20ste eeuw
H. Peeters	Marcel Brauns	7	H. Peeters	20ste eeuw
R. Leijs	A. Darquennes	10	R. Leijs	20ste eeuw
R. Leijs	Fr. van Baarle	6	R. Leijs	20ste eeuw
R. Leijs	Michiel Dierickx	10	R. Leijs	20ste eeuw
R. Leijs	L. Vander Kerken	10	R. Leijs	20ste eeuw
R. Leijs	Emiel Jan Janssen	16	R. Leijs	20ste eeuw
R. Leijs	Marcel Brauns	6	R. Leijs	20ste eeuw
R. Leijs	Eugenius Druwé	10	R. Leijs	20ste eeuw
L. Vander Kerken	Louis Sterkens	11	L. Vander Kerken	1910
E. De Cooman	A. Darquennes	6	E. De Cooman	20ste eeuw
A. Darquennes	E. De Cooman	6	A. Darquennes	14 september 1909
A. Darquennes	Louis Sterkens	9	A. Darquennes	14 september 1909
A. Darquennes	Alb. Raignier	5	A. Darquennes	14 september 1909
Albe	Louis Sterkens	8	Albe	8 juni 1902
Albe	W. Luyten	6	Albe	8 juni 1902
A. Darquennes	B. De Wint	5	A. Darquennes	14 september 1909
A. Darquennes	A. Ampe	15	A. Darquennes	14 september 1909
A. Darquennes	R. van Ooteghem	17	A. Darquennes	14 september 1909
L. Vander Kerken	A. Ampe	14	L. Vander Kerken	1910
E. De Cooman	A. Ampe	5	E. De Cooman	20ste eeuw
C. Pickery	Emiel Jan Janssen	6	C. Pickery	20ste eeuw
W. Luyten	Emiel Jan Janssen	14	W. Luyten	20ste eeuw
W. Luyten	L. Vander Kerken	6	W. Luyten	20ste eeuw
W. Luyten	A. Ampe	7	W. Luyten	20ste eeuw
W. Luyten	Michiel Dierickx	12	W. Luyten	20ste eeuw
W. Luyten	R. van Ooteghem	8	W. Luyten	20ste eeuw
A. Ampe	Emiel Jan Janssen	22	A. Ampe	17 april 1912
A. Ampe	A. Darquennes	14	A. Ampe	17 april 1912
A. Ampe	B. De Wint	6	A. Ampe	17 april 1912
A. Ampe	E. De Cooman	6	A. Ampe	17 april 1912
A. Ampe	Eugenius Druwé	6	A. Ampe	17 april 1912
A. Ampe	L. Vander Kerken	14	A. Ampe	17 april 1912
A. Ampe	R. Leijs	6	A. Ampe	17 april 1912
A. Ampe	Michiel Dierickx	18	A. Ampe	17 april 1912
A. Ampe	Louis Sterkens	6	A. Ampe	17 april 1912
A. Ampe	R. van Ooteghem	16	A. Ampe	17 april 1912
R. Leijs	A. Ampe	6	R. Leijs	20ste eeuw
R. Leijs	Louis Sterkens	8	R. Leijs	20ste eeuw
R. Leijs	R. van Ooteghem	8	R. Leijs	20ste eeuw
Guido Gezelle	Michiel Dierickx	5	Guido Gezelle	1 mei 1830
A. Darquennes	L. Baudez	10	A. Darquennes	14 september 1909
Bergman	Eugenius Druwé	7	Bergman	11 september 1921
Bergman	G. De Wolf	5	Bergman	11 september 1921
A. Boone	Eugenius Druwé	5	A. Boone	20ste eeuw
A. Boone	F. De Raedemaeker	10	A. Boone	20ste eeuw
A. Boone	L. Vander Kerken	5	A. Boone	20ste eeuw
A. Boone	G. De Wolf	5	A. Boone	20ste eeuw
L. Baudez	A. Darquennes	8	L. Baudez	20ste eeuw
L. Baudez	R. Leijs	5	L. Baudez	20ste eeuw
L. Baudez	G. De Wolf	7	L. Baudez	20ste eeuw
L. Baudez	R. van Ooteghem	9	L. Baudez	20ste eeuw
W. Luyten	L. Arts	9	W. Luyten	20ste eeuw
W. Luyten	F. De Raedemaeker	5	W. Luyten	20ste eeuw
W. Luyten	K. du Bois de Vroylande	13	W. Luyten	20ste eeuw
G. De Wolf	R. van Ooteghem	10	G. De Wolf	20ste eeuw
G. De Wolf	L. Baudez	8	G. De Wolf	20ste eeuw
R. Leijs	L. Baudez	6	R. Leijs	20ste eeuw
L. Vander Kerken	Jos. Burvenich	20	L. Vander Kerken	1910
L. Arts	Marcel Brauns	12	L. Arts	1901
L. Arts	A. Ampe	10	L. Arts	1901
L. Arts	Jos. Burvenich	22	L. Arts	1901
Albe	Jos. Burvenich	19	Albe	8 juni 1902
Jan Vercammen	Emiel Jan Janssen	5	Jan Vercammen	7 november 1906
F. De Raedemaeker	Antoon Fimmers	6	F. De Raedemaeker	1894
F. De Raedemaeker	Marcel Brauns	14	F. De Raedemaeker	1894
F. De Raedemaeker	A. Ampe	16	F. De Raedemaeker	1894
F. De Raedemaeker	Jos. Burvenich	24	F. De Raedemaeker	1894
A. Ampe	L. Arts	10	A. Ampe	17 april 1912
A. Ampe	Edouard Dhanis	10	A. Ampe	17 april 1912
A. Ampe	Antoon Fimmers	8	A. Ampe	17 april 1912
A. Ampe	F. De Raedemaeker	16	A. Ampe	17 april 1912
A. Ampe	E. de Strycker	6	A. Ampe	17 april 1912
A. Ampe	Marcel Brauns	12	A. Ampe	17 april 1912
A. Ampe	G. De Wolf	6	A. Ampe	17 april 1912
A. Ampe	K. du Bois de Vroylande	20	A. Ampe	17 april 1912
A. Ampe	Jos. Burvenich	20	A. Ampe	17 april 1912
G. De Wolf	Marcel Brauns	6	G. De Wolf	20ste eeuw
G. De Wolf	A. Ampe	6	G. De Wolf	20ste eeuw
G. De Wolf	Jos. Burvenich	14	G. De Wolf	20ste eeuw
H. Peeters	R. van Ooteghem	5	H. Peeters	20ste eeuw
H. Peeters	Jos. Burvenich	7	H. Peeters	20ste eeuw
E. de Strycker	Edouard Dhanis	5	E. de Strycker	20ste eeuw
E. de Strycker	A. Ampe	6	E. de Strycker	20ste eeuw
E. de Strycker	G. De Wolf	7	E. de Strycker	20ste eeuw
E. de Strycker	Michiel Dierickx	9	E. de Strycker	20ste eeuw
E. de Strycker	R. van Ooteghem	6	E. de Strycker	20ste eeuw
E. de Strycker	Jos. Burvenich	10	E. de Strycker	20ste eeuw
A. Darquennes	Antoon Fimmers	6	A. Darquennes	14 september 1909
A. Darquennes	Jos. Burvenich	17	A. Darquennes	14 september 1909
A. Darquennes	J. Talloen	6	A. Darquennes	14 september 1909
A. Ampe	J. Talloen	6	A. Ampe	17 april 1912
Jozef Simons	Jos. Burvenich	6	Jozef Simons	21 mei 1888
Guido Gezelle	Jos. Burvenich	5	Guido Gezelle	1 mei 1830
A. Darquennes	J. Noë	7	A. Darquennes	14 september 1909
A. Darquennes	Karel van Isacker	8	A. Darquennes	14 september 1909
A. Darquennes	I. De la Potterie	7	A. Darquennes	14 september 1909
L. Vander Kerken	J. Noë	8	L. Vander Kerken	1910
L. Vander Kerken	Louis Bruyns	8	L. Vander Kerken	1910
L. Vander Kerken	I. De la Potterie	12	L. Vander Kerken	1910
O. Praem	Jos. Burvenich	6	O. Praem	20ste eeuw
Albe	Louis Bruyns	6	Albe	8 juni 1902
Albe	I. De la Potterie	9	Albe	8 juni 1902
J. Talloen	Antoon Fimmers	5	J. Talloen	20ste eeuw
J. Talloen	A. Darquennes	6	J. Talloen	20ste eeuw
J. Talloen	Emiel Jan Janssen	6	J. Talloen	20ste eeuw
J. Talloen	A. Ampe	6	J. Talloen	20ste eeuw
J. Talloen	Michiel Dierickx	5	J. Talloen	20ste eeuw
J. Talloen	Karel van Isacker	5	J. Talloen	20ste eeuw
J. Talloen	K. du Bois de Vroylande	6	J. Talloen	20ste eeuw
J. Talloen	R. van Ooteghem	6	J. Talloen	20ste eeuw
J. Talloen	Jos. Burvenich	6	J. Talloen	20ste eeuw
F. De Raedemaeker	J. Noë	14	F. De Raedemaeker	1894
F. De Raedemaeker	I. De la Potterie	10	F. De Raedemaeker	1894
L. Baudez	A. Ampe	5	L. Baudez	20ste eeuw
L. Baudez	J. Noë	7	L. Baudez	20ste eeuw
L. Baudez	Jos. Burvenich	10	L. Baudez	20ste eeuw
L. Baudez	I. De la Potterie	9	L. Baudez	20ste eeuw
B. De Wint	A. Ampe	5	B. De Wint	19de eeuw
A. Ampe	Louis H.M. Monden	6	A. Ampe	17 april 1912
A. Ampe	J. Noë	6	A. Ampe	17 april 1912
A. Ampe	Karel van Isacker	8	A. Ampe	17 april 1912
A. Ampe	L. Baudez	6	A. Ampe	17 april 1912
A. Ampe	Louis Bruyns	6	A. Ampe	17 april 1912
A. Ampe	I. De la Potterie	8	A. Ampe	17 april 1912
J. Noë	Eugenius Druwé	6	J. Noë	1913
J. Noë	Louis H.M. Monden	14	J. Noë	1913
J. Noë	F. De Raedemaeker	14	J. Noë	1913
J. Noë	A. Darquennes	6	J. Noë	1913
J. Noë	Emiel Jan Janssen	24	J. Noë	1913
J. Noë	A. Ampe	6	J. Noë	1913
J. Noë	L. Vander Kerken	8	J. Noë	1913
J. Noë	Michiel Dierickx	14	J. Noë	1913
J. Noë	Karel van Isacker	6	J. Noë	1913
J. Noë	L. Baudez	8	J. Noë	1913
J. Noë	Louis Bruyns	6	J. Noë	1913
J. Noë	K. du Bois de Vroylande	22	J. Noë	1913
J. Noë	R. van Ooteghem	8	J. Noë	1913
J. Noë	Jos. Burvenich	18	J. Noë	1913
J. Noë	I. De la Potterie	8	J. Noë	1913
L. Arts	W. Luyten	8	L. Arts	1901
W. Luyten	Karel van Isacker	6	W. Luyten	20ste eeuw
W. Luyten	Walter F. Smet	6	W. Luyten	20ste eeuw
W. Luyten	Jos. Burvenich	10	W. Luyten	20ste eeuw
A. Ampe	W. Luyten	6	A. Ampe	17 april 1912
A. Ampe	Walter F. Smet	8	A. Ampe	17 april 1912
Johan Daisne	Emiel Jan Janssen	5	Johan Daisne	2 september 1912
Anton Van de Velde	Jos. Burvenich	5	Anton Van de Velde	8 juli 1895
L. Arts	J. Noë	8	L. Arts	1901
M. Deckers	Emiel Jan Janssen	6	M. Deckers	20ste eeuw
M. Deckers	Albert Deblaere	6	M. Deckers	20ste eeuw
M. Deckers	Michiel Dierickx	6	M. Deckers	20ste eeuw
